phylum_name;species_name;lat;lon;country;province_state;region;sector;exactsite
Cnidaria;Narella versluysi;48,1213;-8,81389;France;;;;
Cnidaria;Narella versluysi;47,6288;-7,53425;France;;;;
Cnidaria;Narella versluysi;47,6215;-7,52733;France;;;;
Cnidaria;Narella versluysi;47,3776;-6,62558;France;;;;
Cnidaria;Narella versluysi;47,3776;-6,62558;France;;;;
Cnidaria;Narella versluysi;47,3773;-6,62499;France;;;;
Cnidaria;Narella versluysi;47,3776;-6,62545;France;;;;
Cnidaria;Narella versluysi;47,3239;-6,34897;France;;;;
Cnidaria;Narella versluysi;47,3239;-6,34892;France;;;;
Cnidaria;Narella versluysi;47,3229;-6,35028;France;;;;
Cnidaria;Narella versluysi;NA;NA;;;;;
Arthropoda;Hymenodora gracilis;NA;NA;;;;;
Arthropoda;Nematopagurus longicornis;NA;NA;;;;;
Mollusca;Loligo forbesii;NA;NA;;;;;
Mollusca;Loligo forbesii;NA;NA;;;;;
Chordata;Microcosmus exasperatus;8,7508;78,2024;India;;;;
Chordata;Microcosmus exasperatus;8,7508;78,2024;India;;;;
Mollusca;Jujubinus striatus;48;-3;France;Brittany;Brittany;;
Mollusca;Jujubinus exasperatus;NA;NA;Croatia;;;;
Mollusca;Jujubinus striatus;NA;NA;Japan;;;;
Mollusca;Loligo forbesii;NA;NA;;;;;
Mollusca;Loligo forbesii;NA;NA;;;;;
Mollusca;Marionia blainvillea;NA;NA;Italy;;;;
Mollusca;Marionia blainvillea;NA;NA;Spain;;;;
Mollusca;Jujubinus exasperatus;NA;NA;Spain;;;;
Mollusca;Jujubinus exasperatus;NA;NA;Spain;;;;
Mollusca;Jujubinus exasperatus;NA;NA;Spain;;;;
Mollusca;Jujubinus striatus;NA;NA;Spain;;;;
Mollusca;Jujubinus striatus;NA;NA;Spain;;;;
Chordata;Microcosmus exasperatus;8,7508;78,2024;India;Tamil Nadu;Gulf of Mannar;;
Chordata;Microcosmus exasperatus;8,7508;78,2024;India;Tamil Nadu;Gulf of Mannar;;
Mollusca;Loligo forbesii;40,56;-9,34;Portugal;;;;
Mollusca;Octopus salutii;31,743;34,569;Israel;;Mediterranean;;Nitzanim
Mollusca;Loligo forbesii;54,255;4,539;North Sea;;;;
Mollusca;Loligo forbesii;55,343;3,699;North Sea;;;;
Arthropoda;Lekanesphaera rugicauda;53,571;6,704;North Sea;;;Borkum;Greune Stee
Arthropoda;Lekanesphaera rugicauda;53,571;6,704;North Sea;;;Borkum;Greune Stee
Arthropoda;Lekanesphaera rugicauda;53,571;6,704;North Sea;;;Borkum;Greune Stee
Arthropoda;Lekanesphaera rugicauda;53,571;6,704;North Sea;;;Borkum;Greune Stee
Arthropoda;Lekanesphaera rugicauda;53,571;6,704;North Sea;;;Borkum;Greune Stee
Cnidaria;Liriope tetraphylla;NA;NA;Indian Ocean;;;;
Cnidaria;Leiopathes glaberrima;NA;NA;;;;;
Cnidaria;Liriope tetraphylla;NA;NA;;;;;
Cnidaria;Leiopathes glaberrima;NA;NA;;;;;
Cnidaria;Leiopathes glaberrima;NA;NA;;;;;
Cnidaria;Leiopathes glaberrima;NA;NA;;;;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Cnidaria;Leiopathes glaberrima;NA;NA;United States;;Gulf of Mexico;;
Mollusca;Loligo forbesii;NA;NA;;;;;
Mollusca;Octopus salutii;NA;NA;;;;;
Mollusca;Octopus salutii;NA;NA;;;;;
Mollusca;Onykia robsoni;NA;NA;;;;;
Mollusca;Lasaea adansoni;NA;NA;;;;;
Cnidaria;Leiopathes glaberrima;NA;NA;;;;;
Cnidaria;Liriope tetraphylla;33,6041;-117,893;United States;California;Orange County;Lower Newport Bay;Balboa Island Coral Street
Cnidaria;Liriope tetraphylla;33,45;-117,7;United States;California;Orange County;Dana Point;Approximate location, from Ocean Explorer cruise
Cnidaria;Liriope tetraphylla;33,6;-117,917;United States;California;Orange County;Newport Beach;Newport Pier
Cnidaria;Liriope tetraphylla;33,6;-117,917;United States;California;Orange County;Newport Beach;Newport Pier
Cnidaria;Liriope tetraphylla;33,6;-117,917;United States;California;Orange County;Newport Beach;Newport Pier
Cnidaria;Liriope tetraphylla;33,6;-117,92;United States;California;Orange County;;Off Newport Pier
Cnidaria;Liriope tetraphylla;33,6;-117,9;United States;California;Orange;Newport Beach;Newport Harbor
Cnidaria;Liriope tetraphylla;33,45;-117,7;United States;California;Orange;Dana Point;Off Dana Point
Cnidaria;Liriope tetraphylla;33,5684;-117,836;United States;California;Crystal Cove;;Crystal Cove State Park
Cnidaria;Liriope tetraphylla;29;-113,5;Mexico;;Baja California Norte;;Ventana
Cnidaria;Liriope tetraphylla;28,9667;-113,55;Mexico;;Baja California Norte;;Estacion del Mar
Cnidaria;Liriope tetraphylla;-23,7154;-45,3708;Brazil;;;;
Cnidaria;Liriope tetraphylla;NA;NA;Indian Ocean;;;;
Cnidaria;Liriope tetraphylla;NA;NA;Indian Ocean;;;;
Cnidaria;Liriope tetraphylla;NA;NA;Indian Ocean;;;;
Cnidaria;Liriope tetraphylla;NA;NA;Indian Ocean;;;;
Cnidaria;Liriope tetraphylla;NA;NA;;;;;
Cnidaria;Liriope tetraphylla;NA;NA;;;;;
Cnidaria;Liriope tetraphylla;NA;NA;;;;;
Cnidaria;Liriope tetraphylla;NA;NA;India;;;;
Cnidaria;Liriope tetraphylla;NA;NA;Japan;;;;
Arthropoda;Lysmata intermedia;NA;NA;;;;;
Arthropoda;Hypogastrura vernalis;NA;NA;France;;Toulouse,Toulouse;;
Chordata;Lissoclinum fragile;NA;NA;Bahamas;;West Plana Cay Reef;;
Chordata;Lissoclinum fragile;NA;NA;Bahamas;;West Plana Cay Reef;;
Chordata;Lissoclinum fragile;NA;NA;Bahamas;;East Plana Cay Reef;;
Chordata;Lissoclinum fragile;NA;NA;India;;;;
Chordata;Lissoclinum fragile;9,2821;79,1937;India;;;;
Chordata;Lissoclinum fragile;9,2912;79,1215;India;;;;
Chordata;Lissoclinum fragile;9,2856;79,1586;India;;;;
Chordata;Lissoclinum fragile;9,2856;79,1586;India;;;;
Chordata;Lissoclinum fragile;8,8878;78,1744;India;;;;
Chordata;Lissoclinum fragile;8,78666;78,1991;India;;;;
Chordata;Lissoclinum fragile;8,3761;76,9882;India;;;;
Chordata;Lissoclinum fragile;9,2856;79,1586;India;;;;
Chordata;Lissoclinum fragile;9,2856;79,1586;India;;;;
Chordata;Lissoclinum fragile;8,78666;78,1991;India;;;;
Mollusca;Muricopsis cristata;39,15;8,2;Italy;;San Pietro Island;;
Chordata;Lissoclinum fragile;8,7727;78,1995;India;Tamil Nadu;Gulf of Mannar;;
Chordata;Lissoclinum fragile;8,3761;76,9882;India;Kerala;Vizhinjam Bay;;
Chordata;Lissoclinum fragile;9,2912;79,1215;India;Tamil Nadu;Gulf of Mannar;;
Chordata;Lissoclinum fragile;8,7724;78,1992;India;Tamil Nadu;Gulf of Mannar;;
Chordata;Lissoclinum fragile;9,2821;79,1937;India;Tamil Nadu;Gulf of Mannar;;
Chordata;Lissoclinum fragile;9,2821;79,1937;India;Tamil Nadu;Gulf of Mannar;;
Chordata;Lissoclinum fragile;9,2856;79,1586;India;Tamil Nadu;Gulf of Mannar;;
Chordata;Lissoclinum fragile;9,2856;79,1586;India;Tamil Nadu;Gulf of Mannar;;
Chordata;Lissoclinum fragile;8,8878;78,1744;India;Tamil Nadu;Gulf of Mannar;;
Cnidaria;Isarachnanthus nocturnus;33,6061;-117,931;United States;California;Orange County;Newport Beach;Newport Pier
Cnidaria;Isarachnanthus nocturnus;28,9794;-113,546;Mexico;Baja California;;Ensenada;Bahia de Los Angeles
Cnidaria;Isarachnanthus nocturnus;28,9167;-113,5;Mexico;;Baja California Norte;;Boca near Whale shark
Cnidaria;Isarachnanthus nocturnus;28,9667;-113,55;Mexico;;Baja California Norte;;Estacion del Mar
Cnidaria;Isarachnanthus nocturnus;28,9667;-113,55;Mexico;;Baja California Norte;;Estacion del Mar
Cnidaria;Madracis pharensis;NA;NA;Israel;;;;
Cnidaria;Madracis pharensis;NA;NA;Malta;;Strait of Sicily;;
Cnidaria;Javania cailleti;NA;NA;Italy;Sicily;Strait of Sicily;;
Cnidaria;Isarachnanthus nocturnus;-23,82;-45,42;Brazil;;;;
Cnidaria;Isarachnanthus nocturnus;-23,82;-45,42;Brazil;;;;
Cnidaria;Isarachnanthus nocturnus;NA;NA;Netherlands;;;;
Cnidaria;Isarachnanthus nocturnus;NA;NA;Netherlands;;;;
Cnidaria;Isarachnanthus nocturnus;NA;NA;Netherlands;;;;
Cnidaria;Isarachnanthus nocturnus;NA;NA;Netherlands;;;;
Cnidaria;Isarachnanthus nocturnus;NA;NA;Netherlands;;;;
Cnidaria;Isarachnanthus nocturnus;NA;NA;Netherlands;;;;
Cnidaria;Isarachnanthus nocturnus;NA;NA;Netherlands;;;;
Cnidaria;Isarachnanthus maderensis;NA;NA;Portugal;;;;
Cnidaria;Isarachnanthus maderensis;32,63;-16,84;Portugal;;;;
Cnidaria;Isarachnanthus maderensis;32,63;-16,84;Portugal;;;;
Cnidaria;Isarachnanthus maderensis;-3,86;-33,8;Brazil;;;;
Cnidaria;Isarachnanthus maderensis;-3,86;-33,8;Brazil;;;;
Cnidaria;Isarachnanthus maderensis;-3,86;-33,8;Brazil;;;;
Cnidaria;Isarachnanthus nocturnus;NA;NA;Netherlands;;;;
Cnidaria;Isarachnanthus nocturnus;NA;NA;Netherlands;;;;
Cnidaria;Isarachnanthus maderensis;NA;NA;Netherlands;;;;
Cnidaria;Isarachnanthus nocturnus;NA;NA;Netherlands;;;;
Cnidaria;Isarachnanthus maderensis;NA;NA;Netherlands;;;;
Cnidaria;Isarachnanthus maderensis;NA;NA;Netherlands;;;;
Cnidaria;Isarachnanthus nocturnus;NA;NA;Netherlands;;;;
Cnidaria;Isarachnanthus nocturnus;NA;NA;Netherlands;;;;
Cnidaria;Isarachnanthus nocturnus;-9,71;-35,79;Brazil;;;;
Cnidaria;Isarachnanthus nocturnus;-23,82;-45,42;Brazil;;;;
Cnidaria;Isarachnanthus nocturnus;-12,94;-38,5;Brazil;;;;
Cnidaria;Isarachnanthus nocturnus;-23,82;-45,42;Brazil;;;;
Cnidaria;Isarachnanthus nocturnus;-27,27;-48,36;Brazil;;;;
Cnidaria;Isarachnanthus maderensis;32,63;-16,84;Portugal;;;;
Cnidaria;Isarachnanthus maderensis;32,63;-16,84;Portugal;;;;
Chordata;Lissoclinum fragile;NA;NA;Bahamas;;East Plana Cay Reef;;
Chordata;Lissoclinum fragile;9,2821;79,1937;India;;;;
Chordata;Lissoclinum fragile;8,7724;78,1992;India;;;;
Chordata;Lissoclinum fragile;8,3761;76,9882;India;;;;
Chordata;Lissoclinum fragile;8,7853;78,1972;India;;;;
Chordata;Lissoclinum fragile;8,3761;76,9882;India;;;;
Chordata;Lissoclinum fragile;8,78666;78,1991;India;;;;
Chordata;Lissoclinum fragile;9,2856;79,1586;India;;;;
Chordata;Lissoclinum fragile;8,76659;78,1991;India;;;;
Chordata;Lissoclinum fragile;8,78666;78,1991;India;;;;
Chordata;Lissoclinum fragile;8,3761;76,9882;India;;;;
Chordata;Lissoclinum fragile;8,78666;78,1991;India;;;;
Chordata;Lissoclinum fragile;8,3761;76,9882;India;;;;
Chordata;Lissoclinum fragile;8,3761;76,9882;India;;;;
Chordata;Lissoclinum fragile;8,3761;76,9882;India;;;;
Cnidaria;Isarachnanthus maderensis;NA;NA;Cape Verde;;;;
Cnidaria;Isarachnanthus maderensis;NA;NA;Cape Verde;;;;
Cnidaria;Isarachnanthus maderensis;NA;NA;Mediterranean Sea;;;;
Cnidaria;Isarachnanthus maderensis;NA;NA;Italy;;;;
Cnidaria;Isarachnanthus maderensis;NA;NA;Italy;;;;
Chordata;Lissoclinum fragile;8,7727;78,1995;India;Tamil Nadu;Gulf of Mannar;;
Chordata;Lissoclinum fragile;8,7853;78,1972;India;Tamil Nadu;Gulf of Mannar;;
Arthropoda;Lekanesphaera terceirae;NA;NA;Portugal;Azores;;;
Arthropoda;Melita hergensis;41,737;-8,876;Portugal;Continental Iberia;Litoral Norte;Viana do Castelo;Canto Marinho
Arthropoda;Melita hergensis;41,737;-8,876;Portugal;Continental Iberia;Litoral Norte;Viana do Castelo;Canto Marinho
Arthropoda;Melita hergensis;41,737;-8,876;Portugal;Continental Iberia;Litoral Norte;Viana do Castelo;Canto Marinho
Arthropoda;Melita hergensis;41,737;-8,876;Portugal;Continental Iberia;Litoral Norte;Viana do Castelo;Canto Marinho
Arthropoda;Melita hergensis;41,694;-8,851;Portugal;Continental Iberia;Litoral Norte;Viana do Castelo;Praia Norte (Sul)
Arthropoda;Melita hergensis;41,737;-8,876;Portugal;Continental Iberia;Litoral Norte;Viana do Castelo;Canto Marinho
Arthropoda;Melita hergensis;41,737;-8,876;Portugal;Continental Iberia;Litoral Norte;Viana do Castelo;Canto Marinho
Arthropoda;Metaverruca recta;NA;NA;;;;;
Cnidaria;Leptopsammia pruvoti;NA;NA;;;;;
Cnidaria;Leptopsammia pruvoti;NA;NA;;;;;
Cnidaria;Oceania armata;43,6963;7,3075;France;;Bay of Villefranche-sur-Mer;;
Arthropoda;Megabalanus azoricus;NA;NA;Cape Verde;;;;
Arthropoda;Megabalanus azoricus;NA;NA;Cape Verde;;;;
Arthropoda;Megabalanus azoricus;NA;NA;Cape Verde;;;;
Arthropoda;Megabalanus azoricus;NA;NA;Cape Verde;;;;
Arthropoda;Megabalanus azoricus;NA;NA;Cape Verde;;;;
Arthropoda;Megabalanus azoricus;NA;NA;Cape Verde;;;;
Arthropoda;Megabalanus azoricus;NA;NA;Cape Verde;;;;
Arthropoda;Megabalanus azoricus;NA;NA;Cape Verde;;;;
Arthropoda;Megabalanus azoricus;NA;NA;Cape Verde;;;;
Arthropoda;Megabalanus azoricus;NA;NA;Portugal;Azores;Azores Islands;;
Arthropoda;Megabalanus azoricus;NA;NA;Portugal;Azores;Azores Islands;;
Arthropoda;Megabalanus azoricus;NA;NA;Portugal;Azores;Azores Islands;;
Arthropoda;Megabalanus azoricus;NA;NA;Portugal;Azores;Azores Islands;;
Arthropoda;Megabalanus azoricus;NA;NA;Spain;Canary Islands;Canary Islands;;
Arthropoda;Megabalanus azoricus;NA;NA;Spain;Canary Islands;Canary Islands;;
Arthropoda;Megabalanus azoricus;NA;NA;;;;;
Arthropoda;Megabalanus azoricus;NA;NA;;;;;
Arthropoda;Megabalanus azoricus;NA;NA;;;;;
Mollusca;Heliconoides inflatus;-36,17;-35,05;Atlantic Ocean;;;;
Mollusca;Heliconoides inflatus;-36,17;-35,05;Atlantic Ocean;;;;
Mollusca;Heliconoides inflatus;8,65;-30,72;Atlantic Ocean;;;;
Mollusca;Lamellaria latens;NA;NA;France;;;;
Mollusca;Heliconoides inflatus;8,83;25;South Sudan;;;;
Mollusca;Limacina bulimoides;-24,13;-25,01;Atlantic Ocean;;;;
Cnidaria;Oceania armata;36,5785;-11,5969;Portugal;Canaries;Madeira-Tore complex;Gorringe Bank;Gettysburg seamount
Mollusca;Heliconoides inflatus;31,6751;-64,1544;Bermuda;;;;
Mollusca;Limacina bulimoides;31,6461;-64,2033;Bermuda;;;;
Mollusca;Heliconoides inflatus;31,6751;-64,1544;Bermuda;;;;
Mollusca;Heliconoides inflatus;31,6461;-64,2033;Bermuda;;;;
Mollusca;Myrtea spinifera;58,927;10,988;Sweden;;Skagerrak;;
Mollusca;Lucinoma borealis;57,4587;11,8074;Sweden;;Skagerrak;;
Arthropoda;Inachus phalangium;57,2222;11,7585;Sweden;;Kattegatt;;
Arthropoda;Microdeutopus anomalus;56,9104;11,9112;Sweden;;Kattegatt;;
Arthropoda;Microdeutopus anomalus;56,4669;12,4604;Sweden;;Kattegatt;;
Arthropoda;Inachus phalangium;58,3551;11,1642;Sweden;;Skagerrak;;
Cnidaria;Obelia dichotoma;33,6;-117,917;United States;California;Orange County;Newport Beach;Newport Pier
Cnidaria;Obelia dichotoma;33,6;-117,917;United States;California;Orange County;Newport Beach;Lido Island (Via lido and Genoa)
Cnidaria;Obelia dichotoma;33,5833;-117,883;United States;California;Orange County;;Newport Harbor Entrance
Cnidaria;Obelia dichotoma;33,6;-117,917;United States;California;Orange County;Newport Beach;Newport Pier
Cnidaria;Obelia dichotoma;33,6;-117,917;United States;California;Orange County;Newport Beach;Newport Pier
Cnidaria;Obelia dichotoma;33,567;-117,833;United States;California;Orange County;Laguna Beach;Reef point, Crystal Cove State Park
Cnidaria;Obelia dichotoma;33,6;-117,917;United States;California;Orange;Newport Beach;Newport Pier
Cnidaria;Obelia dichotoma;33,6;-117,883;United States;California;Orange;Newport Beach;Balboa on Coral
Cnidaria;Obelia dichotoma;33,6;-117,917;United States;California;Orange;Newport Beach;Newport Pier
Cnidaria;Obelia dichotoma;33,6167;-117,883;United States;California;Newport Beach;;Back Bay Science Center
Cnidaria;Obelia dichotoma;33,6;-117,917;United States;California;Orange County;Newport Beach;Newport Pier
Cnidaria;Obelia dichotoma;33,6;-117,917;United States;California;Orange County;Newport Beach;Newport Pier
Cnidaria;Obelia dichotoma;53,8724;-166,562;United States;Alaska;Amaknak Island;;Captains Bay: Little South America
Cnidaria;Obelia dichotoma;53,8971;-166,509;United States;Alaska;Fox Islands;;Dutch Harbor
Cnidaria;Obelia dichotoma;NA;NA;;;;;
Cnidaria;Obelia dichotoma;41,7408;-70,6258;United States;;;;
Cnidaria;Obelia dichotoma;41,27;-70,258;United States;;;;
Cnidaria;Obelia dichotoma;-0,591;-47,3248;Brazil;;Salinopolis, Farol Velho;;
Cnidaria;Obelia dichotoma;-0,591;-47,3248;Brazil;;Salinopolis, Farol Velho;;
Cnidaria;Obelia dichotoma;-2,4798;-44,2429;Brazil;;Sao Luis do Maranhao, Calhau;;
Cnidaria;Obelia dichotoma;-34,6523;-54,1416;Uruguay;;Rocha, La Paloma;;
Cnidaria;Obelia dichotoma;-34,6541;-54,1435;Uruguay;;Rocha, La Paloma;;
Cnidaria;Obelia dichotoma;41,3877;-71,5171;United States;;Rhode Island, Point Judith;;
Cnidaria;Obelia dichotoma;41,6579;-70,9308;United States;;New Bedfort;;
Cnidaria;Obelia dichotoma;42,3569;-71,0408;United States;;Boston;;
Cnidaria;Obelia dichotoma;NA;NA;Argentina;;San Julian, Punta Cuevas;;
Cnidaria;Obelia dichotoma;NA;NA;Argentina;;San Julian, Punta Cuevas;;
Cnidaria;Obelia dichotoma;NA;NA;United States;;Providence;;
Cnidaria;Oceania armata;43,686;7,317;France;;;;
Cnidaria;Obelia dichotoma;41,7397;-70,6242;United States;;;;
Cnidaria;Obelia dichotoma;41,6579;-70,9308;United States;;;;
Cnidaria;Obelia dichotoma;45,5912;13,6998;Slovenia;;;;
Arthropoda;Heterocarpus ensifer;NA;NA;;;;;
Arthropoda;Heterocarpus ensifer;NA;NA;;;;;
Arthropoda;Heterocarpus ensifer;NA;NA;;;;;
Arthropoda;Heterocarpus ensifer;NA;NA;;;;;
Arthropoda;Heterocarpus ensifer;NA;NA;;;;;
Arthropoda;Heterocarpus ensifer;NA;NA;;;;;
Arthropoda;Heterocarpus ensifer;NA;NA;;;;;
Arthropoda;Heterocarpus ensifer;NA;NA;Guadeloupe;;;;
Arthropoda;Heterocarpus ensifer;NA;NA;Palau;;;;
Chordata;Lissoclinum perforatum;-37,86;144,91;Australia;;;;
Cnidaria;Oceania armata;36,5785;-11,5969;Portugal;Canaries;Madeira-Tore complex;Gorringe Bank;Gettysburg seamount
Cnidaria;Oceania armata;36,5785;-11,5969;Portugal;Canaries;Madeira-Tore complex;Gorringe Bank;Gettysburg seamount
Cnidaria;Oceania armata;36,5785;-11,5969;Portugal;Canaries;Madeira-Tore complex;Gorringe Bank;Gettysburg seamount
Cnidaria;Obelia dichotoma;49,2885;-123,122;Canada;British Columbia;Vancouver;Vancouver Port;
Arthropoda;Heterocarpus ensifer;-25,6048;33,2878;Mozambique;;;;mayNBAZA_CC3173
Arthropoda;Heterocarpus ensifer;-25,2142;35,2947;Mozambique;;;;mayNBAZA_CP3135
Mollusca;Littorina saxatilis;59,292;-63,534;Canada;Newfoundland and Labrador;Torngat Mountains National Park;Trouttrap Fjord;Evans` Bight, shore
Mollusca;Littorina saxatilis;59,292;-63,534;Canada;Newfoundland and Labrador;Torngat Mountains National Park;Trouttrap Fjord;Evans` Bight, shore
Mollusca;Littorina saxatilis;44,9468;-66,7333;Canada;New Brunswick;St. Andrews;The Wolves, Bay of Fundy;boat dive
Mollusca;Littorina saxatilis;44,9468;-66,7333;Canada;New Brunswick;St. Andrews;The Wolves, Bay of Fundy;boat dive
Mollusca;Littorina saxatilis;54,18;7,88;North Sea;;;;
Mollusca;Littorina saxatilis;54,188;7,873;North Sea;;;;
Mollusca;Littorina saxatilis;58,773;-93,839;Canada;Manitoba;Churchill;16 km E Churchill, Bird Cove, Rock Bluff C;Bluff C
Mollusca;Littorina saxatilis;58,772;-93,842;Canada;Manitoba;Churchill;16 km E Churchill, Bird Cove, Rock Bluff C;Bluff C
Mollusca;Littorina saxatilis;58,764;-94,019;Canada;Manitoba;Churchill;9 km E Churchill, Ripley Beach;Intertidal Zone
Mollusca;Littorina saxatilis;58,767;-94,207;Canada;Manitoba;Churchill;Churchill River, offshore;dredge, near grain elevators
Mollusca;Littorina saxatilis;58,771;-93,851;Canada;Manitoba;Churchill;Bird Cove, Bluff A;high tide at mud flats
Mollusca;Littorina saxatilis;58,771;-93,851;Canada;Manitoba;Churchill;Bird Cove, Bluff A;high tide at mud flats
Mollusca;Littorina saxatilis;58,792;-93,751;Canada;Manitoba;Churchill;Gordon Point, intertidal;intertidal sampling
Cnidaria;Obelia dichotoma;33,6;-117,917;United States;California;Orange County;Newport Beach;Newport Pier
Cnidaria;Obelia dichotoma;33,6;-117,917;United States;California;Orange;Newport Beach;Newport Pier
Mollusca;Littorina saxatilis;58,761;-93,906;Canada;Manitoba;Churchill;16 km E Churchill, Bird Cove, Ithaca;Rock Bluff at beach
Mollusca;Littorina saxatilis;44,493;-63,9183;Canada;Nova Scotia;Peggy`s Cove;;rock bluffs
Mollusca;Littorina saxatilis;44,493;-63,9183;Canada;Nova Scotia;Peggy`s Cove;;rock bluffs
Mollusca;Littorina saxatilis;46,4683;-63,4521;Canada;Prince Edward Island;Cavendish;Cavendish;mussel bed
Mollusca;Littorina saxatilis;44,365;-64,3136;Canada;Nova Scotia;Lunenburg;Highway NS-332;muddy swamp
Mollusca;Littorina saxatilis;44,365;-64,3136;Canada;Nova Scotia;Lunenburg;Highway NS-332;muddy swamp
Mollusca;Littorina saxatilis;46,5387;-63,6756;Canada;Prince Edward Island;Malpeque;Malpeque Bay;red sand, marsh
Mollusca;Littorina saxatilis;46,5387;-63,6756;Canada;Prince Edward Island;Malpeque;Malpeque Bay;red sand, marsh
Mollusca;Littorina saxatilis;46,5387;-63,6756;Canada;Prince Edward Island;Malpeque;Malpeque Bay;red sand, marsh
Mollusca;Littorina saxatilis;46,5387;-63,6756;Canada;Prince Edward Island;Malpeque;Malpeque Bay;red sand, marsh
Mollusca;Littorina saxatilis;46,5387;-63,6756;Canada;Prince Edward Island;Malpeque;Malpeque Bay;red sand, marsh
Cnidaria;Obelia dichotoma;41,5129;-71,0765;United States;;Westport;;
Arthropoda;Munida sanctipauli;29,17;-88,01;Atlantic Ocean;;Gulf of Mexico VK826;;
Arthropoda;Munida sanctipauli;33,57;-76,46;Atlantic Ocean;;Cape Fear, NC;;
Mollusca;Littorina saxatilis;NA;NA;Spain;;;;
Mollusca;Littorina saxatilis;NA;NA;Sweden;;Ursholmen,Koster Arch.;;
Mollusca;Littorina saxatilis;42,1;-8,48;Spain;;;;
Mollusca;Littorina saxatilis;NA;NA;;;;;
Mollusca;Littorina saxatilis;NA;NA;;;;;
Mollusca;Littorina saxatilis;41,7;-8,85;Portugal;Continental Iberia;Litoral Norte;Viana do Castelo;Praia Norte
Mollusca;Littorina saxatilis;58,794;-94,217;Canada;Manitoba;Churchill;BUTTON BAY;INTERTIDAL
Mollusca;Littorina saxatilis;58,791;-93,754;Canada;Manitoba;Churchill;24 km E Churchill, Gordon Point;intertidal zone
Mollusca;Littorina saxatilis;58,768;-94,019;Canada;Manitoba;Churchill;9 km E Churchill, Ripley Beach;intertidal zone
Mollusca;Littorina saxatilis;58,768;-94,019;Canada;Manitoba;Churchill;9 km E Churchill, Ripley Beach;intertidal zone
Mollusca;Littorina saxatilis;66,554;33,101;Russia;Murmanskaya Oblast;Murmansk;Kandalaksha Bay, Velikaya Salma Strait;Intertidal, rock and mud, exposed
Mollusca;Littorina saxatilis;59,292;-63,534;Canada;Newfoundland and Labrador;Torngat Mountains National Park;Trouttrap Fjord;Evans` Bight, shore
