Phylum;Species;Status;Region
Arthropoda;Glyptelasma hamatum;Native;Azores
Arthropoda;Gnathophyllum elegans;Native;Azores
Sipuncula;Golfingia (Golfingia) margaritacea;Native;Azores
Cnidaria;Gonothyraea loveni;Native;Azores
Mollusca;Goodallia triangularis;Native;Azores
Echinodermata;Gorgonocephalus arcticus;Native;Azores
Mollusca;Gouldia minima;Native;Azores
Echinodermata;Gracilechinus affinis;Native;Azores
Mollusca;Graphis albida;Native;Azores
Arthropoda;Grapsus adscensionis;Native;Azores
Arthropoda;Grapsus grapsus;Native;Azores
Mollusca;Gregariella semigranata;Native;Azores
Cnidaria;Guynia annulata;Native;Azores
Cnidaria;Gyrophyllum hirondellei;Native;Azores
Mollusca;Gyroscala commutata;Native;Azores
Echinodermata;Hacelia attenuata;Native;Azores
Mollusca;Haedropleura septangularis;Native;Azores
Cnidaria;Halecium beanii;Native;Azores
Cnidaria;Halecium delicatulum;Native;Azores
Cnidaria;Halecium halecinum;Native;Azores
Cnidaria;Halecium labrosum;Native;Azores
Cnidaria;Halecium mediterraneum;Native;Azores
Cnidaria;Halecium sessile;Native;Azores
Cnidaria;Halecium sibogae;Native;Azores
Cnidaria;Halecium tenellum;Native;Azores
Porifera;Halichondria (Halichondria) bowerbanki;Native;Azores
Porifera;Halichondria (Halichondria) genitrix;Native;Azores
Porifera;Halichondria (Halichondria) panicea;Native;Azores
Porifera;Haliclona (Gellius) angulata;Native;Azores
Porifera;Haliclona (Gellius) fibulata;Native;Azores
Porifera;Haliclona (Haliclona) gustavopulitzeri;Native;Azores
Porifera;Haliclona (Haliclona) simulans;Native;Azores
Porifera;Haliclona (Reniera) aquaeductus;Native;Azores
Porifera;Haliclona (Reniera) cinerea;Native;Azores
Porifera;Haliclona (Reniera) citrina;Native;Azores
Porifera;Haliclona (Reniera) mediterranea;Native;Azores
Porifera;Haliclona (Reniera) tubifera;Native;Azores
Porifera;Haliclona (Soestella) implexa;Native;Azores
Porifera;Haliclona (Soestella) mamillata;Native;Azores
Porifera;Halicnemia patera;Native;Azores
Mollusca;Haliotis tuberculata;Native;Azores
Mollusca;Haliphron atlanticus;Native;Azores
Arthropoda;Halobates (Halobates) micans;Native;Azores
Arthropoda;Haloentomobrya dollfusi;Native;Azores
Cnidaria;Halopteris catharina;Native;Azores
Mollusca;Haminoea hydatis;Native;Azores
Mollusca;Haminoea orteai;Native;Azores
Mollusca;Hanleya hanleyi;Native;Azores
Arthropoda;Haplostylus normani;Native;Azores
Arthropoda;Harpinia laevis;Native;Azores
Annelida;Hediste diversicolor;Native;Azores
Mollusca;Heliconoides inflatus;Native;Azores
Cnidaria;Hemicorallium niobe;Native;Azores
Porifera;Hemimycale columella;Native;Azores
Echinodermata;Henricia oculata;Native;Azores
Arthropoda;Hepomadus tener;Native;Azores
Arthropoda;Herbstia condyliata;Native;Azores
Arthropoda;Herbstia rubra;Native;Azores
Annelida;Hermodice carunculata;Native;Azores
Mollusca;Heteranomia squamula;Native;Azores
Arthropoda;Heterocarpus ensifer;Native;Azores
Arthropoda;Heterocarpus laevigatus;Native;Azores
Arthropoda;Heterocythereis albomaculata;Native;Azores
Arthropoda;Heterorhabdus papilliger;Native;Azores
Porifera;Hexadella racovitzai;Native;Azores
Mollusca;Hexaplex trunculus;NIS;Azores
Arthropoda;Hexelasma americanum;Native;Azores
Mollusca;Hiatella arctica;NIS;Azores
Arthropoda;Hippolyte coerulescens;Native;Azores
Arthropoda;Hippolyte varians;Native;Azores
Bryozoa;Hippothoa divaricata;Native;Azores
Echinodermata;Holothuria (Halodeima) mexicana;Native;Azores
Echinodermata;Holothuria (Holothuria) tubulosa;Native;Azores
Echinodermata;Holothuria (Panningothuria) forskali;Native;Azores
Echinodermata;Holothuria (Platyperona) sanctori;Native;Azores
Echinodermata;Holothuria (Vaneyothuria) lentiginosa;Native;Azores
Arthropoda;Homarus gammarus;Native;Azores
Arthropoda;Homola barbata;Native;Azores
Arthropoda;Humerobates rostrolamellatus;Native;Azores
Arthropoda;Hyale stebbingi;Native;Azores
Annelida;Hyalinoecia tubicola;Native;Azores
Mollusca;Hydatina vesicaria;Native;Azores
Cnidaria;Hydrichthys cyclothonis;Native;Azores
Annelida;Hydroides azorica;Native;Azores
Annelida;Hydroides elegans;NIS;Azores
Echinodermata;Hygrosoma petersii;Native;Azores
Porifera;Hymedesmia (Hymedesmia) baculifera;Native;Azores
Porifera;Hymedesmia (Hymedesmia) mertoni;Native;Azores
Porifera;Hymedesmia (Hymedesmia) pansa;Native;Azores
Porifera;Hymedesmia (Hymedesmia) peachii;Native;Azores
Porifera;Hymedesmia (Hymedesmia) veneta;Native;Azores
Porifera;Hymeniacidon perlevis;Native;Azores
Porifera;Hymeniacidon rugosa;Native;Azores
Arthropoda;Hymenodora glacialis;Native;Azores
Arthropoda;Hymenodora gracilis;Native;Azores
Arthropoda;Hymenopenaeus debilis;Native;Azores
Arthropoda;Hypogastrura vernalis;Native;Azores
Arthropoda;Ianiropsis breviremis;Native;Azores
Arthropoda;Idotea balthica;Native;Azores
Arthropoda;Idotea granulosa;Native;Azores
Arthropoda;Idotea metallica;Native;Azores
Arthropoda;Idotea neglecta;Native;Azores
Arthropoda;Inachus dorsettensis;Native;Azores
Arthropoda;Inachus guentheri;Native;Azores
Arthropoda;Inachus leptochirus;Native;Azores
Arthropoda;Inachus phalangium;Native;Azores
Arthropoda;Ingolfiella azorensis;Native;Azores
Mollusca;Ionthoglossa pseudocanarica;Native;Azores
Porifera;Ircinia polejaeffi;Native;Azores
Porifera;Ircinia variabilis;Native;Azores
Mollusca;Irus irus;Native;Azores
Mollusca;Isara cornea;Native;Azores
Cnidaria;Isarachnanthus maderensis;Native;Azores
Cnidaria;Isarachnanthus nocturnus;Native;Azores
Arthropoda;Ischyrocerus anguipes;Native;Azores
Arthropoda;Isocyamus delphinii;Native;Azores
Arthropoda;Jaera (Jaera) nordmanni;Native;Azores
Arthropoda;Janira maculosa;Native;Azores
Mollusca;Janthina exigua;Native;Azores
Mollusca;Janthina janthina;Native;Azores
Mollusca;Janthina pallida;Native;Azores
Porifera;Jaspis incrustans;Native;Azores
Arthropoda;Jassa marmorata;Native;Azores
Arthropoda;Jassa ocia;Native;Azores
Arthropoda;Jassa pusilla;Native;Azores
Cnidaria;Javania cailleti;Native;Azores
Mollusca;Jujubinus exasperatus;Native;Azores
Mollusca;Jujubinus pseudogravinae;Native;Azores
Mollusca;Jujubinus striatus;Native;Azores
Mollusca;Kaloplocamus ramosus;Native;Azores
Mollusca;Kellia suborbicularis;Native;Azores
Cnidaria;Keratoisis grayi;Native;Azores
Cnidaria;Kirchenpaueria halecioides;NIS;Azores
Cnidaria;Kirchenpaueria pinnata;Native;Azores
Cnidaria;Krampella dubia;Native;Azores
Mollusca;Kurtiella pellucida;Native;Azores
Echinodermata;Laetmogone violacea;Native;Azores
Mollusca;Laevicardium crassum;Native;Azores
Cnidaria;Lafoea dumosa;Native;Azores
Cnidaria;Lafoeina tenuis;Native;Azores
Mollusca;Lamellaria latens;Native;Azores
Mollusca;Lamellaria perspicua;Native;Azores
Annelida;Lanice conchilega;Native;Azores
Cnidaria;Laomedea calceolifera;Native;Azores
Cnidaria;Laomedea pseudodichotoma;Native;Azores
Mollusca;Lasaea adansoni;Native;Azores
Mollusca;Lasaea rubra;Native;Azores
Arthropoda;Latreillia elegans;Native;Azores
Arthropoda;Latreutes fucorum;Native;Azores
Arthropoda;Leander tenuicornis;Native;Azores
Cnidaria;Leiopathes glaberrima;Native;Azores
Arthropoda;Lekanesphaera monodi;Native;Azores
Arthropoda;Lekanesphaera rugicauda;Native;Azores
Arthropoda;Lekanesphaera terceirae;Native;Azores
Arthropoda;Lembos websteri;Native;Azores
Mollusca;Lentidium mediterraneum;Native;Azores
Echinodermata;Leptasterias (Hexasterias) polaris;Native;Azores
Chordata;Leptoclinides faeroensis;Native;Azores
Cnidaria;Leptopsammia pruvoti;Native;Azores
Porifera;Leucandra aspera;Native;Azores
Cnidaria;Leuckartiara grimaldii;Native;Azores
Mollusca;Leucophytia bidentata;Native;Azores
Porifera;Leucosolenia variabilis;Native;Azores
Arthropoda;Leucothoe spinicarpa;Native;Azores
Mollusca;Leufroyia concinna;Native;Azores
Mollusca;Leufroyia leufroyi;Native;Azores
Arthropoda;Ligia oceanica;NIS;Azores
Arthropoda;Liljeborgia pallida;Native;Azores
Mollusca;Lima lima;Native;Azores
Mollusca;Limacia clavigera;Native;Azores
Mollusca;Limacina bulimoides;Native;Azores
Mollusca;Limacina lesueurii;Native;Azores
Mollusca;Limacina retroversa;Native;Azores
Mollusca;Limacina trochiformis;Native;Azores
Mollusca;Limaria hians;Native;Azores
Mollusca;Limaria tuberculata;Native;Azores
Mollusca;Limatula surugensis;Native;Azores
Annelida;Limnodrilus hoffmeisteri;Native;Azores
Mollusca;Limopsis minuta;Native;Azores
Arthropoda;Liocarcinus corrugatus;Native;Azores
Arthropoda;Liocarcinus holsatus;Native;Azores
Arthropoda;Liocarcinus marmoreus;Native;Azores
Arthropoda;Liocarcinus pusillus;Native;Azores
Cnidaria;Liriope tetraphylla;Native;Azores
Chordata;Lissoclinum fragile;Native;Azores
Chordata;Lissoclinum perforatum;Native;Azores
Chordata;Lissoclinum rubrum;Native;Azores
Mollusca;Litiopa melanostoma;Native;Azores
Mollusca;Littorina saxatilis;Native;Azores
Mollusca;Loligo forbesii;Native;Azores
Arthropoda;Loxoconcha rhomboidea;Native;Azores
Mollusca;Lucinella divaricata;Native;Azores
Mollusca;Lucinoma borealis;Native;Azores
Echinodermata;Luidia ciliaris;Native;Azores
Annelida;Lumbriculus variegatus;Native;Azores
Annelida;Lumbrineris latreilli;Native;Azores
Mollusca;Luria lurida;Native;Azores
Mollusca;Lyrodus pedicellatus;NIS;Azores
Arthropoda;Lysmata intermedia;Native;Azores
Arthropoda;Lysmata nilita;Native;Azores
Arthropoda;Lysmata olavoi;Native;Azores
Arthropoda;Lysmata seticaudata;Native;Azores
Cnidaria;Lytocarpia myriophyllum;Native;Azores
Porifera;Macandrewia azorica;Native;Azores
Arthropoda;Machuella ventrisetosa;Native;Azores
Arthropoda;Macropipus tuberculatus;Native;Azores
Arthropoda;Macropodia rostrata;Native;Azores
Cnidaria;Madracis pharensis;Native;Azores
Cnidaria;Madrepora oculata;Native;Azores
Cnidaria;Maeotias marginata;NIS;Azores
Arthropoda;Maera grossimana;Native;Azores
Arthropoda;Maera hirondellei;Native;Azores
Arthropoda;Maja brachydactyla;Native;Azores
Arthropoda;Maja cornuta;Native;Azores
Arthropoda;Maja squinado;Native;Azores
Mollusca;Mangelia costata;Native;Azores
Mollusca;Mangelia scabrida;Native;Azores
Mollusca;Manzonia crassa;Native;Azores
Mollusca;Manzonia madeirensis;Native;Azores
Mollusca;Manzonia martinsi;Native;Azores
Mollusca;Manzonia unifasciata;Native;Azores
Mollusca;Marionia blainvillea;Native;Azores
Mollusca;Marshallora adversa;Native;Azores
Echinodermata;Marthasterias glacialis;Native;Azores
Arthropoda;Mecynocera clausi;Native;Azores
Arthropoda;Megabalanus azoricus;Native;Azores
Mollusca;Melanella boscii;Native;Azores
Mollusca;Melanella trunca;Native;Azores
Mollusca;Melarhaphe neritoides;Native;Azores
Arthropoda;Melita hergensis;Native;Azores
Arthropoda;Melita palmata;Native;Azores
Arthropoda;Meningodora miccyla;Native;Azores
Arthropoda;Merocryptus boletifer;Native;Azores
Arthropoda;Mesocalanus tenuicornis;Native;Azores
Arthropoda;Metaverruca aequalis;Native;Azores
Arthropoda;Metaverruca cornuta;Native;Azores
Arthropoda;Metaverruca recta;Native;Azores
Arthropoda;Metaverruca trisulcata;Native;Azores
Mollusca;Metaxia abrupta;Native;Azores
Arthropoda;Metridia lucens lucens;Native;Azores
Bryozoa;Metroperiella lepralioides;Native;Azores
Bryozoa;Metroperiella porellidesia;Native;Azores
Arthropoda;Microcassiope minor;Native;Azores
Chordata;Microcosmus exasperatus;Native;Azores
Chordata;Microcosmus squamiger;NIS;Azores
Arthropoda;Microdeutopus algicola;Native;Azores
Arthropoda;Microdeutopus anomalus;Native;Azores
Arthropoda;Microdeutopus obtusatus;Native;Azores
Arthropoda;Microdeutopus versiculatus;Native;Azores
Arthropoda;Microprotopus maculatus;Native;Azores
Mollusca;Mimachlamys varia;Native;Azores
Arthropoda;Miracia efferata;Native;Azores
Mollusca;Mitromorpha azorensis;Native;Azores
Mollusca;Mitromorpha crenipicta;Native;Azores
Mollusca;Modiolus adriaticus;Native;Azores
Mollusca;Moerella donacina;Native;Azores
Chordata;Molgula azorensis;Native;Azores
Chordata;Molgula plana;NIS;Azores
Arthropoda;Monocorophium sextonae;Native;Azores
Mollusca;Monophorus erythrosoma;Native;Azores
Mollusca;Monophorus perversus;Native;Azores
Mollusca;Monophorus thiriotae;Native;Azores
Arthropoda;Munida intermedia;Native;Azores
Arthropoda;Munida sanctipauli;Native;Azores
Arthropoda;Munidopsis serricornis;Native;Azores
Cnidaria;Muriceides paucituberculata;Native;Azores
Mollusca;Muricopsis cristata;Native;Azores
Porifera;Mycale (Aegogropila) contarenii;Native;Azores
Porifera;Mycale (Aegogropila) rotalis;Native;Azores
Porifera;Mycale (Aegogropila) tunicata;Native;Azores
Porifera;Mycale (Carmia) subclavata;Native;Azores
Porifera;Mycale (Mycale) massa;Native;Azores
Arthropoda;Mycobates tricostatus;Native;Azores
Mollusca;Myosotella myosotis;Native;Azores
Arthropoda;Myrmecopora (Xenusa) simillima;Native;Azores
Mollusca;Myrtea spinifera;Native;Azores
Mollusca;Mytilus edulis;NIS;Azores
Mollusca;Mytilus galloprovincialis;Native;Azores
Annelida;Myxicola infundibulum;Native;Azores
Porifera;Myxilla (Myxilla) macrosigma;Native;Azores
Porifera;Myxilla (Myxilla) prouhoi;Native;Azores
Porifera;Myxilla (Myxilla) rosacea;Native;Azores
Annelida;Nais elinguis;Native;Azores
Arthropoda;Nannocalanus minor;Native;Azores
Arthropoda;Nanocassiope melanodactylus;Native;Azores
Cnidaria;Narella versluysi;Native;Azores
Mollusca;Natica prietoi;Native;Azores
Cnidaria;Nausithoe punctata;Native;Azores
Cnidaria;Nectactis singularis;Native;Azores
Cnidaria;Nectopyramis thetis;Native;Azores
Platyhelminthes;Nematobothrium latum;Native;Azores
Arthropoda;Nematopagurus longicornis;Native;Azores
Cnidaria;Nemertesia antennina;Native;Azores
Cnidaria;Nemertesia inverta;Native;Azores
Cnidaria;Nemertesia norvegica;Native;Azores
Cnidaria;Nemertesia ramosa;Native;Azores
Arthropoda;Neobisium maritimum;Native;Azores
Arthropoda;Neocalanus gracilis;Native;Azores
Arthropoda;Neocyamus physeteris;Native;Azores
Arthropoda;Neognathophausia ingens;Native;Azores
Mollusca;Neolepton cancellatum;Native;Azores
Mollusca;Neolepton sulcatulum;Native;Azores
Arthropoda;Neolithodes grimaldii;Native;Azores
Mollusca;Neopycnodonte cochlear;Native;Azores
Annelida;Nereis pelagica;Native;Azores
Cnidaria;Nicella granifera;Native;Azores
Mollusca;Nodipecten nodosus;Native;Azores
Arthropoda;Nothrus anauniensis;Native;Azores
Bryozoa;Notoplites saojorgensis;Native;Azores
Arthropoda;Notostomus elegans;Native;Azores
Mollusca;Nototeredo norvagica;Native;Azores
Brachiopoda;Novocrania anomala;Native;Azores
Cnidaria;Obelia bidentata;Native;Azores
Cnidaria;Obelia dichotoma;Native;Azores
Cnidaria;Obelia geniculata;Native;Azores
Mollusca;Obtusella roseotincta;Native;Azores
Cnidaria;Oceania armata;Native;Azores
Mollusca;Ocenebra chavesi;Native;Azores
Mollusca;Ocenebra erinaceus;Native;Azores
Annelida;Ochetostoma azoricum;Native;Azores
Mollusca;Ocinebrina aciculata;Native;Azores
Mollusca;Octopoteuthis sicula;Native;Azores
Mollusca;Octopus salutii;Native;Azores
Mollusca;Octopus vulgaris;Native;Azores
Mollusca;Ocythoe tuberculata;Native;Azores
Mollusca;Odostomella doliolum;Native;Azores
Mollusca;Odostomia acuta;Native;Azores
Mollusca;Odostomia bernardi;Native;Azores
Mollusca;Odostomia duureni;Native;Azores
Mollusca;Odostomia fehrae;Native;Azores
Mollusca;Odostomia kuiperi;Native;Azores
Mollusca;Odostomia lukisii;Native;Azores
Mollusca;Odostomia megerlei;Native;Azores
Mollusca;Odostomia striolata;Native;Azores
Mollusca;Odostomia suboblonga;Native;Azores
Mollusca;Odostomia turriculata;Native;Azores
Mollusca;Odostomia turrita;Native;Azores
Mollusca;Odostomia unidentata;Native;Azores
Mollusca;Okenia picoensis;Native;Azores
Mollusca;Omalogyra antarctica;Native;Azores
Mollusca;Omalogyra simplex;Native;Azores
Mollusca;Omalogyra undosa;Native;Azores
Mollusca;Ommastrephes bartramii;Native;Azores
Mollusca;Onchidella celtica;Native;Azores
Mollusca;Ondina diaphana;Native;Azores
Mollusca;Onoba moreleti;Native;Azores
Annelida;Onuphis eremita;Native;Azores
Bryozoa;Onychocella angulosa;Native;Azores
Mollusca;Onychoteuthis banksii;Native;Azores
Mollusca;Onykia robsoni;Native;Azores
Mollusca;Opalia crenata;Native;Azores
Echinodermata;Ophiacantha bidentata;Native;Azores
Echinodermata;Ophiactis virens;Native;Azores
Echinodermata;Ophidiaster ophidianus;Native;Azores
Echinodermata;Ophiocomina nigra;Native;Azores
Echinodermata;Ophioconis forbesi;Native;Azores
Echinodermata;Ophiocten affinis;Native;Azores
Echinodermata;Ophiopsila aranea;Native;Azores
Echinodermata;Ophiothrix fragilis;Native;Azores
Echinodermata;Ophiothrix luetkeni;Native;Azores
Echinodermata;Ophiura albida;Native;Azores
Arthropoda;Oplophorus spinosus;Native;Azores
Arthropoda;Oppiella nova;Native;Azores
Mollusca;Orania fusulus;Native;Azores
Arthropoda;Orchestia gammarellus;Native;Azores
Arthropoda;Orchestia mediterranea;Native;Azores
Arthropoda;Oribatula tibialis;Native;Azores
Cnidaria;Orthopyxis integra;Native;Azores
Porifera;Oscarella lobularis;Native;Azores
Mollusca;Ostrea edulis;NIS;Azores
Mollusca;Ovatella vulcani;Native;Azores
Cnidaria;Pachycerianthus solitarius;NIS;Azores
Arthropoda;Pachygrapsus marmoratus;Native;Azores
Arthropoda;Pachygrapsus maurus;Native;Azores
Arthropoda;Pachymerium ferrugineum;Native;Azores
Arthropoda;Pagurus bernhardus;Native;Azores
Arthropoda;Pagurus cuanensis;Native;Azores
Arthropoda;Pagurus prideaux;Native;Azores
Arthropoda;Palaemon elegans;Native;Azores
Arthropoda;Palaemon serratus;Native;Azores
Arthropoda;Palicus caronii;Native;Azores
Arthropoda;Palinurus elephas;Native;Azores
Mollusca;Palliolum incomparabile;Native;Azores
Mollusca;Paludinella globularis;Native;Azores
Cnidaria;Pandea conica;Native;Azores
Mollusca;Papillicardium papillosum;Native;Azores
Cnidaria;Paracalyptrophora josephinae;Native;Azores
Echinodermata;Paracentrotus lividus;Native;Azores
Arthropoda;Paracerceis sculpta;NIS;Azores
Arthropoda;Paractaea monodi;Native;Azores
Arthropoda;Paractaea rufopunctata;Native;Azores
Cnidaria;Paracyathus pulchellus;Native;Azores
Arthropoda;Paraeuchaeta hebes;Native;Azores
Arthropoda;Paragnathia formica;Native;Azores
Cnidaria;Paragorgia arborea;Native;Azores
Cnidaria;Paragorgia johnsoni;Native;Azores
Porifera;Paraleucilla magna;NIS;Azores
Cnidaria;Paramuricea biscaya;Native;Azores
Cnidaria;Paramuricea candida;Native;Azores
Arthropoda;Paranthura costana;Native;Azores
Arthropoda;Paranthura nigropunctata;Native;Azores
Arthropoda;Parapagurus pilosimanus;Native;Azores
Arthropoda;Parapasiphae sulcatifrons;Native;Azores
Arthropoda;Parasergestes vigilax;Native;Azores
Arthropoda;Paratanais martinsi;Native;Azores
Porifera;Paratimea constellata;Native;Azores
Arthropoda;Paraxanthias eriphioides;Native;Azores
Arthropoda;Paromola cuvieri;Native;Azores
Mollusca;Parvicardium exiguum;Native;Azores
Mollusca;Parvicardium vroomi;Native;Azores
Mollusca;Parvioris ibizenca;Native;Azores
Mollusca;Parviturbo azoricus;Native;Azores
Mollusca;Patella aspera;Native;Azores
Mollusca;Patella caerulea;Native;Azores
Mollusca;Patella candei;Native;Azores
Mollusca;Patella ulyssiponensis;Native;Azores
Echinodermata;Pawsonia saxicola;Native;Azores
Mollusca;Pecten maximus;Native;Azores
Mollusca;Pedicularia decussata;Native;Azores
Mollusca;Pedicularia sicula;Native;Azores
Mollusca;Pedipes pedipes;Native;Azores
Cnidaria;Pelagia noctiluca;Native;Azores
Echinodermata;Peltaster placenta;Native;Azores
Mollusca;Peltodoris atromaculata;Native;Azores
Cnidaria;Pennaria disticha;Native;Azores
Cnidaria;Pennatula aculeata;Native;Azores
Arthropoda;Percnon gibbesi;NIS;Azores
Arthropoda;Percnon planissimum;Native;Azores
Arthropoda;Perforatus perforatus;NIS;Azores
Arthropoda;Periclimenes sagittifer;Native;Azores
Arthropoda;Periclimenes scriptus;Native;Azores
Arthropoda;Periclimenes wirtzi;Native;Azores
Annelida;Perinereis cultrifera;Native;Azores
Annelida;Perinereis oliveirae;Native;Azores
Annelida;Perinereis taorica;Native;Azores
Arthropoda;Perioculodes longimanus;Native;Azores
Chordata;Perophora viridis;NIS;Azores
Porifera;Petromica (Petromica) grimaldii;Native;Azores
Porifera;Petrosia (Petrosia) ficiformis;Native;Azores
Sipuncula;Phascolosoma (Phascolosoma) stephensoni;Native;Azores
Mollusca;Phidiana lynceus;Native;Azores
Mollusca;Philine intricata;Native;Azores
Mollusca;Philippia hybrida;Native;Azores
Arthropoda;Philocheras bispinosus;Native;Azores
Arthropoda;Philocheras fasciatus;Native;Azores
Arthropoda;Philocheras trispinosus;Native;Azores
Porifera;Phorbas fictitius;Native;Azores
Porifera;Phorbas plumosus;Native;Azores
Porifera;Phorbas tenacior;Native;Azores
Mollusca;Phorcus sauciatus;NIS;Azores
Phoronida;Phoronis hippocrepia;Native;Azores
Phoronida;Phoronis psammophila;Native;Azores
Phoronida;Phoronopsis harmeri;Native;Azores
Arthropoda;Phronima sedentaria;Native;Azores
Arthropoda;Phtisica marina;Native;Azores
Cnidaria;Physalia physalis;Native;Azores
Arthropoda;Physetocaris microphthalma;Native;Azores
Cnidaria;Physophora hydrostatica;Native;Azores
Arthropoda;Phytosus (Actosus) schatzmayri;Native;Azores
Arthropoda;Pilumnus hirtellus;Native;Azores
Arthropoda;Pilumnus inermis;Native;Azores
Arthropoda;Pilumnus spinifer;Native;Azores
Arthropoda;Pilumnus villosissimus;Native;Azores
Mollusca;Pinctada imbricata radiata;NIS;Azores
Arthropoda;Pinnotheres pisum;Native;Azores
Porifera;Pione vastifica;Native;Azores
Arthropoda;Pirimela denticulata;Native;Azores
Arthropoda;Pisa armata;Native;Azores
Mollusca;Pisinna glabrata;Native;Azores
Annelida;Pisione remota;Native;Azores
Mollusca;Pitar rudis;Native;Azores
Mollusca;Placida cremoniana;Native;Azores
Mollusca;Placida verticilata;Native;Azores
Cnidaria;Placogorgia terceira;Native;Azores
Arthropoda;Plagusia depressa;Native;Azores
Arthropoda;Planes minutus;Native;Azores
Mollusca;Planktomya nilae;Native;Azores
Mollusca;Planktomya prima;Native;Azores
Arthropoda;Platorchestia monodi;Native;Azores
Arthropoda;Platorchestia platensis;Native;Azores
Mollusca;Platydoris argo;Native;Azores
Annelida;Platynereis dumerilii;Native;Azores
Arthropoda;Platysquilloides lillyae;Native;Azores
Arthropoda;Plesionika edwardsii;Native;Azores
Arthropoda;Plesionika martia;Native;Azores
Arthropoda;Plesionika narval;Native;Azores
Cnidaria;Pleurocorallium johnsoni;Native;Azores
Arthropoda;Pleuromamma abdominalis;Native;Azores
Arthropoda;Pleuromamma borealis;Native;Azores
Arthropoda;Pleuromamma gracilis;Native;Azores
Arthropoda;Pleuromamma piseki;Native;Azores
Arthropoda;Pleuromamma robusta;Native;Azores
Arthropoda;Pleuromamma xiphias;Native;Azores
Cnidaria;Plicatotheca anitae;Native;Azores
Echinodermata;Plinthaster dentatus;Native;Azores
Cnidaria;Pliobothrus symmetricus;Native;Azores
Cnidaria;Plumularia setacea;Native;Azores
Mollusca;Pneumodermopsis canephora;Native;Azores
Mollusca;Pneumodermopsis ciliata;Native;Azores
Arthropoda;Podocerus chelonophilus;Native;Azores
Arthropoda;Podocerus variegatus;Native;Azores
Mollusca;Pododesmus patelliformis;Native;Azores
Arthropoda;Poecilasma aurantia;Native;Azores
Mollusca;Polinices lacteus;Native;Azores
Mollusca;Polititapes aureus;Native;Azores
Arthropoda;Polybius henslowii;Native;Azores
Chordata;Polycarpa scuba;Native;Azores
Chordata;Polycarpa tenera;Native;Azores
Mollusca;Polycera elegans;Native;Azores
Mollusca;Polycera quadrilineata;Native;Azores
Arthropoda;Polycheles typhlops;Native;Azores
Chordata;Polyclinum aurantium;NIS;Azores
Porifera;Polymastia penicillus;Native;Azores
Annelida;Polyophthalmus pictus;Native;Azores
Cnidaria;Polyplumaria flabellata;Native;Azores
Chordata;Polysyncraton asterix;Native;Azores
Arthropoda;Pontellina plumata;Native;Azores
Annelida;Pontogenia chrysocoma;Native;Azores
Arthropoda;Pontonia pinnophylax;Native;Azores
Arthropoda;Portumnus latipes;Native;Azores
Platyhelminthes;Priapocephalus grandis;Native;Azores
Arthropoda;Procambarus clarkii;Native;Azores
Arthropoda;Processa edulis;Native;Azores
Arthropoda;Processa parva;Native;Azores
Porifera;Prosuberites longispinus;Native;Azores
Mollusca;Protatlanta souleyeti;Native;Azores
Chordata;Protoholozoa pigra;Native;Azores
Arthropoda;Protohyale (Protohyale) grimaldii;Native;Azores
Arthropoda;Protohyale (Protohyale) schmidtii;Native;Azores
Porifera;Protosuberites ferrerhernandezi;Native;Azores
Echinodermata;Psammechinus microtuberculatus;Native;Azores
Echinodermata;Psammechinus miliaris;Native;Azores
Echinodermata;Pseudarchaster parelii;Native;Azores
Cnidaria;Pseudoanthomastus agaricus;Native;Azores
Arthropoda;Pseudocalanus elongatus;Native;Azores
Mollusca;Pseudochama gryphina;Native;Azores
Arthropoda;Pseudocycnus appendiculatus;Native;Azores
Mollusca;Pseudomelampus exiguus;Native;Azores
Mollusca;Pseudotorinia architae;Native;Azores
Mollusca;Psiloteredo megotara;NIS;Azores
Mollusca;Pteria hirundo;Native;Azores
Bryozoa;Puellina macaronensis;Native;Azores
Mollusca;Pupa tessellata;Native;Azores
Mollusca;Pusia ebenus;Native;Azores
Mollusca;Pusillina inconspicua;Native;Azores
Chordata;Pyrosoma atlanticum;Native;Azores
Mollusca;Pyrunculus hoernesi;Native;Azores
Chordata;Pyura tessellata;NIS;Azores
Arthropoda;Quadrimaera inaequipes;Native;Azores
Arthropoda;Quadroppia quadricarinata;Native;Azores
Cnidaria;Radicipes gracilis;Native;Azores
Mollusca;Ranella olearium;Native;Azores
Mollusca;Raphitoma purpurea;Native;Azores
Porifera;Raspaciona aculeata;Native;Azores
Arthropoda;Regioscalpellum regium;Native;Azores
Bryozoa;Reptadeonella violacea;Native;Azores
Bryozoa;Reteporella mediterranea;Native;Azores
Mollusca;Retusa mariei;Native;Azores
Mollusca;Retusa robagliana;Native;Azores
Mollusca;Retusa truncatula;Native;Azores
Arthropoda;Rhincalanus cornutus;Native;Azores
Mollusca;Rhomboidella prideauxi;Native;Azores
Cnidaria;Rhopalonema velatum;Native;Azores
Arthropoda;Rhynchothorax anophtalmus;Native;Azores
Arthropoda;Rhynchothorax monnioti;Native;Azores
Mollusca;Rhyssoplax canariensis;Native;Azores
Mollusca;Rissoa guernei;Native;Azores
Mollusca;Rissoa similis;Native;Azores
Mollusca;Rissoella alexandrae;Native;Azores
Mollusca;Rissoella diaphana;Native;Azores
Mollusca;Rissoella ermelindoi;Native;Azores
Mollusca;Rissoella globularis;Native;Azores
